case,epoch,total,pde,bc,diss,ctrl,energy,var
mx4_mt3,2543,1.376564793915641,0.006746810343371,0.0001718584491293,0.0045168440747798,8.9138938884393e-05,0.2594413420065366,0.2594412444065675
mx4_mt3,2544,1.3765638536918705,0.0067460903415751,0.0001718435503054,0.0045169430115877,8.913927831908862e-05,0.2594413599824966,0.2594412624574722
mx4_mt3,2545,1.376562916866949,0.0067453729696669,0.0001718287033741,0.0045170416214191,8.9139616351582e-05,0.259441377884164,0.2594412804338219
mx4_mt3,2546,1.3765619834342495,0.0067446582193621,0.0001718139084933,0.004517139904178,8.913995315463984e-05,0.2594413957206887,0.2594412983447645
mx4_mt3,2547,1.3765610533871493,0.0067439460826486,0.0001717991657983,0.0045172378598121,8.914028888548628e-05,0.2594414135003974,0.2594413161986242
mx4_mt3,2548,1.3765601267190282,0.0067432365542561,0.0001717844751979,0.0045173354887127,8.914062354302722e-05,0.2594414312232324,0.2594413339953442
mx4_mt3,2549,1.3765592034232716,0.0067425296312921,0.000171769836404,0.0045174327916573,8.914095698883506e-05,0.2594414488818631,0.2594413517275964
mx4_mt3,2550,1.3765582834932677,0.0067418253107179,0.0001717552491412,0.0045175297694013,8.914128909320859e-05,0.2594414664694214,0.2594413693885151
mx4_mt3,2551,1.376557366922409,0.0067411235872534,0.0001717407133198,0.0045176264223383,8.914161985633216e-05,0.2594414839859172,0.2594413869781108
mx4_mt3,2552,1.3765564537040924,0.0067404244535946,0.0001717262290184,0.004517722750534,8.914194939579568e-05,0.2594415014375784,0.2594414045026098
mx4_mt3,2553,1.3765555438317174,0.00673972790247,0.000171711796313,0.0045178187540593,8.914227782765225e-05,0.2594415188305511,0.2594414219681569
mx4_mt3,2554,1.3765546372986888,0.0067390339284352,0.0001716974151287,0.0045179144332814,8.914260516255194e-05,0.2594415361653998,0.2594414393753168
mx4_mt3,2555,1.3765537340984124,0.0067383425277973,0.0001716830852459,0.0045180097888524,8.914293131008157e-05,0.2594415534373365,0.2594414567193036
mx4_mt3,2556,1.3765528342243003,0.0067376536969581,0.0001716688064372,0.0045181048214411,8.914325617445518e-05,0.2594415706412892,0.2594414739950471
mx4_mt3,2557,1.3765519376697664,0.006736967430866,0.0001716545785959,0.0045181995314818,8.914357974413734e-05,0.2594415877766474,0.2594414912019374
mx4_mt3,2558,1.3765510444282285,0.0067362837229636,0.0001716404017406,0.004518293919165,8.914390209497922e-05,0.2594416048474282,0.2594415083439909
mx4_mt3,2559,1.3765501544931078,0.0067356025665017,0.0001716262759058,0.0045183879846503,8.914422331429497e-05,0.2594416218582558,0.259441525425831
mx4_mt3,2560,1.3765492678578284,0.0067349239558777,0.0001716122010315,0.0045184817282837,8.914454342342464e-05,0.2594416388102609,0.2594415424485883
mx4_mt3,2561,1.376548384515818,0.0067342478867982,0.0001715981769494,0.0045185751506246,8.914486236820107e-05,0.259441655700575,0.2594415594093959
mx4_mt3,2562,1.3765475044605076,0.0067335743552583,0.0001715842034677,0.0045186682522801,8.914518007783268e-05,0.2594416725254497,0.2594415763045068
mx4_mt3,2563,1.3765466276853304,0.0067329033563864,0.0001715702804664,0.004518761033718,8.914549653177372e-05,0.2594416892837973,0.259441593132834
mx4_mt3,2564,1.3765457541837238,0.006732234884193,0.0001715564079186,0.004518853495225,8.914581177437373e-05,0.2594417059779668,0.2594416098967263
mx4_mt3,2565,1.3765448839491272,0.0067315689323383,0.0001715425858266,0.0045189456370316,8.914612587057957e-05,0.2594417226113977,0.2594416265996229
mx4_mt3,2566,1.3765440169749834,0.0067309054951233,0.0001715288141398,0.0045190374594731,8.914643884866679e-05,0.2594417391855879,0.2594416432430214
mx4_mt3,2567,1.3765431532547374,0.0067302445678079,0.0001715150927285,0.0045191289630411,8.91467506816445e-05,0.2594417556991083,0.2594416598254936
mx4_mt3,2568,1.3765422927818374,0.0067295861460581,0.0001715014214296,0.0045192201482943,8.914706131918453e-05,0.259441772149294,0.2594416763443762
mx4_mt3,2569,1.3765414355497347,0.0067289302251061,0.0001714878001163,0.0045193110157218,8.914737073606082e-05,0.2594417885348095,0.2594416927983342
mx4_mt3,2570,1.3765405815518823,0.0067282767993876,0.0001714742287276,0.0045194015656841,8.914767895329072e-05,0.2594418048567681,0.2594417091884813
mx4_mt3,2571,1.3765397307817364,0.0067276258629118,0.0001714607072383,0.0045194917984735,8.91479860168192e-05,0.2594418211176033,0.2594417255172505
mx4_mt3,2572,1.376538883232756,0.0067269774099599,0.0001714472356009,0.0045195817144268,8.914829195723573e-05,0.2594418373189351,0.2594417417862619
mx4_mt3,2573,1.3765380388984008,0.0067263314354723,0.0001714338137135,0.004519671313989,8.914859676728372e-05,0.2594418534603797,0.2594417579951324
mx4_mt3,2574,1.376537197772135,0.0067256879348291,0.0001714204414381,0.0045197605976776,8.914890041438904e-05,0.2594418695402123,0.2594417741421381
mx4_mt3,2575,1.3765363598474238,0.0067250469032853,0.000171407118647,0.0045198495659904,8.914920287326381e-05,0.2594418855570942,0.2594417902259411
mx4_mt3,2576,1.3765355251177351,0.0067244083355788,0.0001713938452557,0.0045199382193425,8.91495041486003e-05,0.2594419015112741,0.2594418062467907
mx4_mt3,2577,1.3765346935765397,0.0067237722260254,0.0001713806212148,0.0045200265580809,8.914980426974178e-05,0.2594419174043063,0.259441822206241
mx4_mt3,2578,1.3765338652173085,0.0067231385689609,0.0001713674464734,0.004520114582557,8.915010326515122e-05,0.2594419332376982,0.2594418381057996
mx4_mt3,2579,1.376533040033516,0.0067225073591187,0.0001713543209479,0.0045202022931876,8.915040114061564e-05,0.2594419490117568,0.2594418539457737
mx4_mt3,2580,1.3765322180186383,0.006721878591632,0.0001713412445217,0.0045202896904554,8.915069787895043e-05,0.2594419647255722,0.2594418697252543
mx4_mt3,2581,1.376531399166154,0.0067212522617057,0.0001713282170727,0.0045203767748559,8.915099345888678e-05,0.2594419803780185,0.2594418854431163
mx4_mt3,2582,1.3765305834695425,0.0067206283642682,0.0001713152385015,0.0045204635468405,8.915128787521637e-05,0.2594419959688201,0.2594419010990846
mx4_mt3,2583,1.3765297709222857,0.0067200068938952,0.0001713023087381,0.0045205500068043,8.915158114323401e-05,0.2594420114987874,0.2594419166939699
mx4_mt3,2584,1.3765289615178662,0.0067193878450366,0.0001712894277234,0.0045206361551229,8.91518732857613e-05,0.2594420269691291,0.259441932228981
mx4_mt3,2585,1.3765281552497697,0.0067187712123221,0.0001712765953832,0.0045207219922021,8.915216431549154e-05,0.2594420423805176,0.2594419477047908
mx4_mt3,2586,1.3765273521114836,0.0067181569906869,0.0001712638116184,0.0045208075184984,8.915245422767685e-05,0.2594420577327019,0.2594419631211485
mx4_mt3,2587,1.3765265520964958,0.0067175451752348,0.0001712510763159,0.0045208927344967,8.915274300788638e-05,0.2594420730249181,0.2594419784772909
mx4_mt3,2588,1.376525755198295,0.0067169357609825,0.0001712383893701,0.0045209776406688,8.915303064680171e-05,0.259442088256673,0.2594419937727258
mx4_mt3,2589,1.3765249614103732,0.0067163287427057,0.0001712257506954,0.0045210622374485,8.91533171491e-05,0.2594421034282145,0.2594420090077014
mx4_mt3,2590,1.3765241707262232,0.0067157241150004,0.0001712131602212,0.0045211465252411,8.915360253001781e-05,0.2594421185403498,0.259442024183025
mx4_mt3,2591,1.3765233831393382,0.0067151218724834,0.0001712006178752,0.0045212305044566,8.915388680375198e-05,0.259442133593831,0.2594420392994491
mx4_mt3,2592,1.3765225986432137,0.0067145220099554,0.0001711881235702,0.0045213141755358,8.915416997416539e-05,0.2594421485888629,0.2594420543571789
mx4_mt3,2593,1.3765218172313456,0.0067139245223989,0.000171175677204,0.0045213975389502,8.915445203469573e-05,0.2594421635250982,0.2594420693558678
mx4_mt3,2594,1.3765210388972315,0.0067133294048346,0.0001711632786712,0.0045214805951788,8.91547329766715e-05,0.2594421784020781,0.2594420842950574
mx4_mt3,2595,1.3765202636343696,0.0067127366521649,0.0001711509278765,0.0045215633446822,8.9155012798299e-05,0.2594421932197079,0.2594420991746536
mx4_mt3,2596,1.376519491436259,0.0067121462591313,0.0001711386247379,0.004521645787896,8.915529150717208e-05,0.25944220797839,0.2594421139950593
mx4_mt3,2597,1.376518722296402,0.0067115582204052,0.0001711263691792,0.0045217279252456,8.915556911507883e-05,0.2594422226787488,0.259442128756899
mx4_mt3,2598,1.376517956208297,0.0067109725307249,0.0001711141611189,0.0045218097571683,8.915584563014682e-05,0.2594422373212151,0.2594421434606042
mx4_mt3,2599,1.3765171931654476,0.0067103891849656,0.0001711020004642,0.0045218912841248,8.915612105273789e-05,0.2594422519058081,0.2594421581061944
mx4_mt3,2600,1.3765164331613566,0.0067098081780965,0.0001710898871146,0.0045219725065923,8.915639537790946e-05,0.2594422664322666,0.2594421726934088
mx4_mt3,2601,1.3765156761895274,0.0067092295050709,0.0001710778209711,0.0045220534250466,8.915666860163515e-05,0.2594422809003776,0.2594421872220352
mx4_mt3,2602,1.3765149222434632,0.0067086531607435,0.0001710658019427,0.0045221340399485,8.915694072568994e-05,0.2594422953102352,0.2594422016921683
mx4_mt3,2603,1.3765141713166704,0.0067080791398739,0.0001710538299464,0.0045222143517448,8.915721175740381e-05,0.259442309662228,0.2594422161041967
mx4_mt3,2604,1.376513423402653,0.0067075074372046,0.0001710419049008,0.0045222943608802,8.915748170524417e-05,0.2594423239568045,0.2594422304585697
mx4_mt3,2605,1.376512678494917,0.0067069380475445,0.0001710300267189,0.0045223740678119,8.915775057399376e-05,0.2594423381942183,0.259442244755541
mx4_mt3,2606,1.376511936586969,0.0067063709657924,0.0001710181953064,0.0045224534730126,8.915801836334051e-05,0.2594423523744531,0.2594422589950949
mx4_mt3,2607,1.3765111976723146,0.0067058061868919,0.0001710064105654,0.0045225325769636,8.915828507046906e-05,0.2594423664973601,0.2594422731770832
mx4_mt3,2608,1.3765104617444603,0.006705243705758,0.0001709946724003,0.0045226113801429,8.915855069426123e-05,0.2594423805628804,0.2594422873014475
mx4_mt3,2609,1.376509728796914,0.0067046835172351,0.0001709829807213,0.004522689883018,8.915881523771664e-05,0.2594423945711729,0.2594423013683472
mx4_mt3,2610,1.376508998823182,0.0067041256161142,0.0001709713354432,0.0045227680860492,8.915907870700718e-05,0.2594424085225649,0.25944231537811
mx4_mt3,2611,1.3765082718167725,0.0067035699971892,0.0001709597364805,0.0045228459896984,8.915934110826076e-05,0.2594424224173811,0.2594423293310609
mx4_mt3,2612,1.376507547771191,0.0067030166553046,0.0001709481837435,0.0045229235944369,8.915960244475704e-05,0.2594424362557953,0.2594423432273744
mx4_mt3,2613,1.3765068266799472,0.0067024655853625,0.000170936677138,0.0045230009007467,8.915986271656892e-05,0.2594424500378116,0.2594423570670548
mx4_mt3,2614,1.3765061085365455,0.0067019167822855,0.0001709252165677,0.0045230779091146,8.916012192261616e-05,0.2594424637633732,0.2594423708500462
mx4_mt3,2615,1.3765053933344955,0.0067013702409711,0.0001709138019388,0.0045231546200245,8.916038006332812e-05,0.259442477432503,0.2594423845763715
mx4_mt3,2616,1.3765046810673018,0.0067008259562695,0.0001709024331611,0.0045232310339537,8.916063714185563e-05,0.259442491045368,0.2594423982461988
mx4_mt3,2617,1.3765039717284724,0.0067002839230005,0.000170891110147,0.0045233071513762,8.916089316321767e-05,0.2594425046022344,0.2594424118597943
mx4_mt3,2618,1.3765032653115132,0.0066997441359904,0.0001708798328084,0.004523382972768,8.916114813213244e-05,0.2594425181033521,0.2594424254174084
mx4_mt3,2619,1.3765025618099307,0.0066992065901009,0.0001708686010542,0.0045234584986126,8.916140205133364e-05,0.2594425315488662,0.2594424389191866
mx4_mt3,2620,1.3765018612172293,0.0066986712802301,0.0001708574147904,0.0045235337294003,8.916165492153701e-05,0.2594425449388148,0.2594424523651678
mx4_mt3,2621,1.3765011635269149,0.0066981382012872,0.0001708462739219,0.0045236086656249,8.916190674283453e-05,0.259442558273203,0.2594424657553574
mx4_mt3,2622,1.376500468732491,0.0066976073481631,0.0001708351783552,0.0045236833077785,8.916215751639064e-05,0.2594425715520927,0.259442479089818
mx4_mt3,2623,1.3764997768274632,0.0066970787157183,0.0001708241279991,0.0045237576563497,8.916240724519077e-05,0.2594425847756422,0.2594424923687081
mx4_mt3,2624,1.3764990878053334,0.0066965522987939,0.0001708131227642,0.004523831711825,8.91626559333411e-05,0.2594425979440692,0.259442505592246
mx4_mt3,2625,1.376498401659605,0.006696028092236,0.0001708021625606,0.0045239054746934,8.916290358473812e-05,0.2594426110575803,0.2594425187606386
mx4_mt3,2626,1.3764977183837788,0.0066955060909137,0.0001707912472963,0.0045239789454488,8.916315020198053e-05,0.2594426241163132,0.2594425318740244
mx4_mt3,2627,1.3764970379713568,0.0066949862897198,0.0001707803768774,0.0045240521245905,8.916339578637766e-05,0.2594426371203376,0.2594425449324732
mx4_mt3,2628,1.376496360415839,0.0066944686835547,0.0001707695512093,0.0045241250126206,8.91636403387733e-05,0.2594426500696983,0.2594425579360307
mx4_mt3,2629,1.376495685710724,0.0066939532673075,0.0001707587701983,0.0045241976100404,8.916388386072528e-05,0.259442662964478,0.2594425708847799
mx4_mt3,2630,1.37649501384951,0.0066934400358474,0.0001707480337522,0.0045242699173497,8.916412635490788e-05,0.2594426758048186,0.2594425837788634
mx4_mt3,2631,1.3764943448256954,0.0066929289840302,0.00017073734178,0.0045243419350474,8.916436782480686e-05,0.2594426885909049,0.2594425966184661
mx4_mt3,2632,1.3764936786327748,0.0066924201067134,0.0001707266941903,0.0045244136636341,8.916460827382835e-05,0.2594427013229175,0.2594426094037693
mx4_mt3,2633,1.3764930152642438,0.006691913398769,0.0001707160908905,0.0045244851036144,8.916484770460378e-05,0.2594427140009959,0.2594426221349129
mx4_mt3,2634,1.3764923547135963,0.006691408855084,0.0001707055317867,0.0045245562554965,8.916508611886722e-05,0.2594427266252321,0.2594426348119894
mx4_mt3,2635,1.3764916969743246,0.0066909064705524,0.0001706950167843,0.0045246271197915,8.916532351800888e-05,0.2594427391957,0.2594426474350734
mx4_mt3,2636,1.3764910420399192,0.0066904062400618,0.0001706845457892,0.0045246976970107,8.916555990374195e-05,0.2594427517124905,0.2594426600042561
mx4_mt3,2637,1.3764903899038703,0.0066899081584871,0.0001706741187082,0.0045247679876651,8.916579527851236e-05,0.2594427641757333,0.2594426725196678
mx4_mt3,2638,1.3764897405596668,0.0066894122206933,0.0001706637354488,0.0045248379922654,8.916602964536897e-05,0.2594427765855901,0.2594426849814706
mx4_mt3,2639,1.376489094000795,0.0066889184215441,0.0001706533959185,0.0045249077113235,8.916626300739835e-05,0.2594427889422245,0.2594426973898286
mx4_mt3,2640,1.376488450220739,0.0066884267559111,0.0001706431000241,0.0045249771453542,8.916649536726044e-05,0.2594428012457777,0.2594427097448836
mx4_mt3,2641,1.3764878092129844,0.0066879372186762,0.0001706328476715,0.0045250462948756,8.916672672704072e-05,0.2594428134963601,0.2594427220467464
mx4_mt3,2642,1.3764871709710127,0.0066874498047265,0.0001706226387658,0.004525115160408,8.916695708846719e-05,0.2594428256940636,0.2594427342955093
mx4_mt3,2643,1.3764865354883036,0.0066869645089472,0.0001706124732123,0.0045251837424731,8.916718645339683e-05,0.2594428378389866,0.2594427464912714
mx4_mt3,2644,1.376485902758336,0.0066864813262154,0.0001706023509169,0.0045252520415926,8.916741482411646e-05,0.2594428499312504,0.2594427586341545
mx4_mt3,2645,1.3764852727745869,0.0066860002514002,0.000170592271786,0.0045253200582888,8.916764220335013e-05,0.2594428619709996,0.2594427707243035
mx4_mt3,2646,1.3764846455305306,0.0066855212793683,0.0001705822357259,0.0045253877930848,8.91678685939561e-05,0.2594428739583855,0.2594427827618704
mx4_mt3,2647,1.3764840210196403,0.0066850444049891,0.0001705722426428,0.004525455246506,8.916809399860393e-05,0.2594428858935499,0.2594427947469974
mx4_mt3,2648,1.3764833992353878,0.0066845696231384,0.0001705622924419,0.0045255224190802,8.916831841959212e-05,0.2594428977766145,0.2594428066798065
mx4_mt3,2649,1.3764827801712405,0.0066840969286962,0.0001705523850283,0.0045255893113377,8.916854185893299e-05,0.2594429096076862,0.2594428185604055
mx4_mt3,2650,1.3764821638206657,0.0066836263165429,0.0001705425203066,0.0045256559238101,8.91687643186053e-05,0.2594429213868699,0.2594428303888996
mx4_mt3,2651,1.3764815501771284,0.0066831577815539,0.0001705326981817,0.0045257222570303,8.916898580080069e-05,0.2594429331142818,0.2594428421654056
mx4_mt3,2652,1.3764809392340915,0.0066826913185992,0.000170522918559,0.0045257883115316,8.916920630803268e-05,0.2594429447900553,0.2594428538900571
mx4_mt3,2653,1.3764803309850138,0.0066822269225447,0.0001705131813438,0.0045258540878482,8.916942584296367e-05,0.2594429564143314,0.2594428655629962
mx4_mt3,2654,1.3764797254233556,0.0066817645882564,0.0001705034864414,0.0045259195865163,8.916964440824458e-05,0.2594429679872508,0.2594428771843634
mx4_mt3,2655,1.3764791225425697,0.0066813043106033,0.0001704938337565,0.0045259848080737,8.916986200630092e-05,0.2594429795089421,0.2594428887542883
mx4_mt3,2656,1.3764785223361116,0.0066808460844574,0.0001704842231937,0.0045260497530609,8.917007863935909e-05,0.2594429909795233,0.2594429002728891
mx4_mt3,2657,1.37647792479743,0.0066803899046914,0.0001704746546569,0.0045261144220198,8.917029430951022e-05,0.2594430023991054,0.2594429117402775
mx4_mt3,2658,1.3764773299199744,0.0066799357661762,0.0001704651280505,0.0045261788154938,8.917050901894195e-05,0.2594430137678043,0.2594429231565699
mx4_mt3,2659,1.37647673769719,0.0066794836637783,0.0001704556432785,0.0045262429340273,8.917072277001596e-05,0.2594430250857453,0.2594429345218921
mx4_mt3,2660,1.3764761481225198,0.0066790335923607,0.0001704462002454,0.0045263067781656,8.917093556524493e-05,0.2594430363530617,0.2594429458363779
mx4_mt3,2661,1.376475561189404,0.006678585546784,0.0001704367988556,0.0045263703484555,8.917114740722232e-05,0.2594430475698909,0.2594429571001651
mx4_mt3,2662,1.37647497689128,0.0066781395219095,0.0001704274390132,0.0045264336454457,8.917135829844094e-05,0.2594430587363651,0.2594429683133865
mx4_mt3,2663,1.3764743952215828,0.0066776955125998,0.000170418120622,0.0045264966696866,8.917156824124265e-05,0.2594430698526084,0.2594429794761669
mx4_mt3,2664,1.3764738161737446,0.0066772535137183,0.0001704088435855,0.0045265594217304,8.917177723787607e-05,0.2594430809187402,0.2594429905886258
mx4_mt3,2665,1.376473239741194,0.0066768135201278,0.000170399607807,0.0045266219021312,8.917198529055312e-05,0.2594430919348777,0.2594430016508812
mx4_mt3,2666,1.3764726659173574,0.0066763755266881,0.0001703904131899,0.0045266841114442,8.917219240156437e-05,0.2594431029011424,0.2594430126630549
mx4_mt3,2667,1.3764720946956572,0.0066759395282559,0.0001703812596376,0.0045267460502258,8.917239857332732e-05,0.2594431138176624,0.2594430236252758
mx4_mt3,2668,1.3764715260695142,0.006675505519685,0.0001703721470535,0.0045268077190336,8.917260380832756e-05,0.2594431246845696,0.2594430345376761
mx4_mt3,2669,1.3764709600323446,0.0066750734958277,0.000170363075341,0.0045268691184269,8.917280810907282e-05,0.2594431355019968,0.2594430454003893
mx4_mt3,2670,1.376470396577563,0.0066746434515361,0.0001703540444031,0.0045269302489667,8.917301147799424e-05,0.259443146270073,0.2594430562135447
mx4_mt3,2671,1.3764698356985796,0.0066742153816625,0.0001703450541426,0.0045269911112156,8.917321391743705e-05,0.2594431569889225,0.2594430669772673
mx4_mt3,2672,1.3764692773888016,0.0066737892810585,0.0001703361044622,0.0045270517057382,8.917341542968361e-05,0.2594431676586664,0.2594430776916785
mx4_mt3,2673,1.3764687216416334,0.0066733651445743,0.0001703271952644,0.0045271120331003,8.917361601703307e-05,0.2594431782794265,0.2594430883569009
mx4_mt3,2674,1.3764681684504751,0.0066729429670572,0.0001703183264516,0.0045271720938692,8.91738156818234e-05,0.2594431888513268,0.2594430989730587
mx4_mt3,2675,1.3764676178087245,0.0066725227433517,0.0001703094979263,0.0045272318886137,8.917401442647332e-05,0.2594431993744955,0.2594431095402809
mx4_mt3,2676,1.3764670697097747,0.0066721044682999,0.0001703007095909,0.0045272914179038,8.917421225345712e-05,0.2594432098490639,0.2594431200586991
mx4_mt3,2677,1.3764665241470164,0.0066716881367421,0.0001702919613476,0.004527350682311,8.917440916523447e-05,0.2594432202751622,0.2594431305284441
mx4_mt3,2678,1.376465981113836,0.0066712737435178,0.0001702832530986,0.0045274096824086,8.917460516420424e-05,0.2594432306529177,0.2594431409496439
mx4_mt3,2679,1.376465440603617,0.0066708612834657,0.0001702745847457,0.0045274684187717,8.917480025273913e-05,0.2594432409824561,0.2594431513224245
mx4_mt3,2680,1.3764649026097384,0.0066704507514228,0.0001702659561905,0.0045275268919768,8.9174994433172e-05,0.2594432512639012,0.2594431616469102
mx4_mt3,2681,1.376464367125576,0.0066700421422244,0.0001702573673348,0.004527585102602,8.917518770782315e-05,0.2594432614973759,0.2594431719232246
mx4_mt3,2682,1.3764638341445017,0.006669635450703,0.0001702488180799,0.0045276430512268,8.917538007908948e-05,0.2594432716830074,0.2594431821514952
mx4_mt3,2683,1.3764633036598837,0.0066692306716884,0.0001702403083273,0.0045277007384323,8.917557154938361e-05,0.2594432818209234,0.2594431923318505
mx4_mt3,2684,1.3764627756650851,0.0066688278000079,0.0001702318379785,0.0045277581648008,8.917576212113705e-05,0.259443291911253,0.2594432024644199
