Re,E_fourier,E_chebyshev,E_relative_difference_percent,A20_fourier,A20_chebyshev,A20_difference,mode2_fourier,mode2_chebyshev,mode2_difference_percentage_points,temporal_fourier,temporal_chebyshev,temporal_difference_percentage_points,coverage_fourier,coverage_chebyshev,rmse_fourier,rmse_chebyshev,dominant_fourier,dominant_chebyshev
100,0.25810944851431894,0.28901165088928266,10.692372532345425,0.6875849675051029,-0.038949754991269216,0.7265347224963721,0.9158383977422774,0.002624605979052865,91.32137917632245,0.007196776939559144,0.9932500107312674,98.60532337917083,1.0,0.9998983183127456,1.527652230014475e-16,0.005428131898535146,spatial_mode_2,temporal_mode_1
500,0.2533937944412381,0.2850137677401783,11.094191536657728,0.6835451527575223,-0.18742496773714634,0.8709701204946686,0.9219522855494706,0.06162530113859891,86.03269844108718,0.012538718398043495,0.9330799488601704,92.0541230462127,0.9999999999999998,0.9999491534152168,1.6262965166217066e-16,0.0038045113353343766,spatial_mode_2,temporal_mode_1
1000,0.26868464066709585,0.290763304185121,7.5933459278507325,0.5862802610841238,-0.05272293683863015,0.639003197922754,0.6396430843301312,0.004780018710890045,63.48630656192411,0.32155651040268546,0.9878404103130535,66.6283899910368,1.0,0.9997637541089609,1.4804128379071383e-16,0.008300226575660095,spatial_mode_2,temporal_mode_1
