Re,E_total,E_modes_sum,modal_coverage,domain_area,A10,A20,A30,A40,A50,A60,A70,A80,mode2_fraction,fourier_mode2_fraction,temporal_fraction,dominant_i,dominant_j,reconstruction_rmse,Efrac_0_0,Efrac_0_1,Efrac_0_2,Efrac_0_3,Efrac_0_4,Efrac_1_0,Efrac_1_1,Efrac_1_2,Efrac_1_3,Efrac_1_4,Efrac_2_0,Efrac_2_1,Efrac_2_2,Efrac_2_3,Efrac_2_4,Efrac_3_0,Efrac_3_1,Efrac_3_2,Efrac_3_3,Efrac_3_4,Efrac_4_0,Efrac_4_1,Efrac_4_2,Efrac_4_3,Efrac_4_4,Efrac_5_0,Efrac_5_1,Efrac_5_2,Efrac_5_3,Efrac_5_4,c_0_0,c_0_1,c_0_2,c_0_3,c_0_4,c_1_0,c_1_1,c_1_2,c_1_3,c_1_4,c_2_0,c_2_1,c_2_2,c_2_3,c_2_4,c_3_0,c_3_1,c_3_2,c_3_3,c_3_4,c_4_0,c_4_1,c_4_2,c_4_3,c_4_4,c_5_0,c_5_1,c_5_2,c_5_3,c_5_4,native_c_0_0,native_c_0_1,native_c_0_2,native_c_0_3,native_c_0_4,native_c_1_0,native_c_1_1,native_c_1_2,native_c_1_3,native_c_1_4,native_c_2_0,native_c_2_1,native_c_2_2,native_c_2_3,native_c_2_4,native_c_3_0,native_c_3_1,native_c_3_2,native_c_3_3,native_c_3_4,native_c_4_0,native_c_4_1,native_c_4_2,native_c_4_3,native_c_4_4,native_c_5_0,native_c_5_1,native_c_5_2,native_c_5_3,native_c_5_4,basis_type
500,0.25183516034966397,0.25183516034966397,1.0,1.0,0.019671261813525465,0.6609773729076456,0.00021699835287954106,-0.2052593418032718,-0.013029334109927265,0.007336654201613364,0.0,0.0,0.8674147940448137,0.8674147940448137,0.04772415436491159,1,0,1.405112406200865e-16,0.0007682774335382464,0.0030315379713174535,6.385532624412166e-05,2.119101212296052e-05,2.2628215368211377e-07,0.8674147940448137,0.03228090348949956,0.00026904253328858277,7.347584914781251e-05,1.413344485597947e-05,9.349029159997645e-08,0.0018122109132735853,3.8132128242579226e-08,1.5568391612152132e-06,5.0211691642465673e-08,0.08364875924992848,0.005343047551441265,0.002132925720617343,0.00010383687956362152,7.021069538109383e-05,0.0003370529101504405,0.000687003413599153,1.614765351855398e-05,2.5036724318522006e-06,9.059977546610229e-07,0.00010686850636605882,0.0017848736917606388,4.173009957673468e-06,5.38308260963254e-06,4.920991391265984e-06,0.019671261813525465,-0.0552611201881694,-0.008020228506437578,-0.004620234598354259,-0.0004774339847845037,0.6609773729076456,0.18032710840592048,-0.016462608482450167,0.008603209227251673,-0.003773220561588587,0.00021699835287954106,0.04272603075089772,-0.0001959899041322679,0.0012523048188093338,-0.00022490059507443037,-0.2052593418032718,0.07336394855439804,0.046352807503562986,0.010227370574123805,0.008409880315333667,-0.013029334109927265,-0.02630677591986591,0.004033136205543204,0.0015880966574343416,0.0009553263103704288,0.007336654201613364,-0.04240254484666868,0.0020502786462639096,0.0023286472228934104,0.0022264578649494222,0.019671261813525243,-0.05526112018816967,-0.00802022850643774,-0.004620234598354347,-0.0004774339847845102,0.6609773729076454,0.18032710840592026,-0.016462608482450205,0.008603209227251675,-0.003773220561588589,0.00021699835287955103,0.04272603075089762,-0.0001959899041322423,0.0012523048188092367,-0.00022490059507441,-0.2052593418032718,0.07336394855439812,0.04635280750356296,0.010227370574123807,0.00840988031533365,-0.013029334109927217,-0.026306775919865875,0.004033136205543333,0.0015880966574342524,0.0009553263103704423,0.007336654201613344,-0.042402544846668756,0.0020502786462639547,0.002328647222893351,0.0022264578649493685,fourier
