total,pde,bc,diss,ctrl,energy,var,epoch
2.3132233452426187,0.08936567954866398,0.08315736175447959,0.0008688473755697545,0.00010368480927975124,0.23981742619571303,0.14785824025287922,1
7.0707007238240696,0.6799105189630585,0.3572903611964061,0.0021354009439254603,0.00010111660564461321,0.2399443247046947,0.13235270076070446,2
4.542715766776874,0.38902520003014757,0.20836860871500526,0.001714436061636547,2.790103045203208e-06,0.24832963984566106,0.1280783028085021,3
1.9138676542785829,0.11640008117932732,0.05027680162208989,0.0011447326157762684,3.3451259599166655e-05,0.2557837063894329,0.1257806677827412,4
2.634397802572587,0.2360571903872663,0.08910132834017433,0.0010870755453148122,1.787235443017758e-06,0.2513368752533493,0.11968388276626409,5
3.607126456106468,0.3167733560273364,0.14807856745592834,0.0011367062931397233,6.863518655691275e-07,0.24917153644282375,0.11788499010321672,6
3.3031925846528436,0.24560721994675966,0.1330580916063948,0.001054066910624416,4.7955366494860404e-08,0.2497810128622616,0.1196257711402453,7
2.412009610668351,0.1476772284488385,0.08119750732626023,0.0009738945511989077,3.611193188468258e-06,0.2519003139710238,0.12352908714082306,8
1.8133900121319932,0.12747466355748993,0.04348990221397432,0.0010521809630162635,7.692314276691055e-06,0.2527735021681425,0.12694133093917992,9
1.7759306481808548,0.16567364511745933,0.0378729031129235,0.0012865012088570315,1.8131225501319945e-06,0.2486534776087521,0.1244870804443965,10
1.9825692667907795,0.17070928163019972,0.050034931108767174,0.0014538971353740297,7.0859254417338385e-06,0.24733805983505755,0.12005857066780318,11
2.108848762982178,0.15989392279591752,0.05836726637662862,0.0014933437567266942,1.3412746715721206e-07,0.2503662341698384,0.11686051064423882,12
2.009133989625311,0.15784042487960756,0.05107412430800967,0.0014307757343426527,1.9361812484140686e-05,0.25440020595928653,0.11502997553391364,13
1.726132903994868,0.15895341319772952,0.03175775957257512,0.0013193455633872327,1.8424446565844326e-05,0.25429237073956157,0.11369766329614943,14
1.4988399500263174,0.15160803721514624,0.01710275289187216,0.001221461341225975,2.2206111370397733e-06,0.24850982848737477,0.11298961715580755,15
1.6548297602101332,0.1506899919900055,0.02903218520240282,0.0012320462169447988,3.3974531276072807e-06,0.2481567818556646,0.11813627607156275,16
1.860262344457121,0.16235775375382178,0.04340859273968955,0.0012619912234974305,1.1993486736730664e-07,0.25034631613789615,0.12326012096147035,17
1.7847728413979302,0.16195604376403394,0.039101911828923995,0.001258254945899762,3.2856414904967567e-06,0.25181263385450475,0.12603249609362346,18
1.5577524566402958,0.15462753409530186,0.02432222959538423,0.001242112003727943,1.3327580890542026e-06,0.2511544514234277,0.12543026086373635,19
1.476843403960722,0.1532115138334134,0.01804498607413001,0.0012578846843924033,7.631386808816658e-07,0.24912642190911077,0.12177681825262505,20
1.5374563684716034,0.1506426212145177,0.021912218724619317,0.0013055274705083553,1.3676358621706533e-08,0.24988305403546207,0.12048766431888022,21
1.5809694512834844,0.15531150135178518,0.024578489358151875,0.0013653844181024893,2.527048792810226e-07,0.24949730239777673,0.12077736434742652,22
1.559580873497592,0.16509636633449726,0.022837734579035027,0.0014154248495961428,8.151903052768191e-07,0.24909712110154417,0.12203452298208667,23
1.4698098581634942,0.16824156219443495,0.017121674207150404,0.0014187859690998447,1.5614653681084382e-07,0.25039515381411653,0.12376597154134995,24
1.4209113187322842,0.1668707695140087,0.01409658190559436,0.0013601867301626898,5.652488250814178e-06,0.25237749621467925,0.12457256286877481,25
1.4652773385327236,0.17019245776371011,0.01591795955894456,0.001312642303543198,1.446837798198222e-05,0.24619626788772103,0.12162720922438174,26
1.4447541672330593,0.16407947459700312,0.01590022427143349,0.0013156687031297034,1.6302822002109324e-07,0.2504037675321532,0.12440333884654105,27
1.406911690847782,0.16475820459762225,0.014173461000007416,0.0014077212438735043,6.6178000271713876e-06,0.2525725085086684,0.12791447217309046,28
1.450923901830972,0.17709377990721295,0.014497464514155352,0.0014868759875126692,6.454410393720042e-05,0.24196606547592026,0.12407729374404719,29
1.4306578984603666,0.1710531963225369,0.015404027435154479,0.0014819850941130456,2.2853658950742414e-06,0.25151174266827203,0.12795144948115378,30
1.4444880533906563,0.1590738799402332,0.016918984285904007,0.00144960295444318,6.945133301078828e-05,0.25833374663706477,0.13062693071404813,31
1.3835867348719493,0.16043253335544494,0.012624576222826452,0.0014555147152464755,6.8289343552257844e-06,0.24738677701769907,0.1268471040275322,32
1.427316137538499,0.18404843412425514,0.015507191030117051,0.001539087382897005,1.658188593631886e-07,0.24959279138103033,0.13249969854839472,33
1.4198940357728391,0.19180750635791022,0.015121617003833687,0.0015874422105032347,4.903314656427972e-05,0.2570023672114707,0.13767971796404732,34
1.4077681795162564,0.17912599745087,0.014729780695406813,0.0015785825066161714,2.3702430202805916e-05,0.25486851416787565,0.13454905402240055,35
1.3803533745984369,0.16217658220447964,0.012327322878278531,0.0015358179995883347,3.5848419181176084e-05,0.24401264505969655,0.12846243015784156,36
1.373396381840023,0.15956363332900753,0.013439642746251554,0.001546047697489506,9.540678185092806e-06,0.2469112011743895,0.13257844608941707,37
1.3665341978165508,0.16729455709542657,0.014119570535661291,0.001630249611285499,4.265892526661746e-05,0.2565313800430397,0.14117762910886686,38
1.3709416327320747,0.1733189820343277,0.014265064562547383,0.001688350942138073,8.843901456182776e-07,0.25094042019630497,0.1398979219140611,39
1.337735277112261,0.1635830747503719,0.012087738643548899,0.0016469587932750373,6.826139638269555e-06,0.24738731179849766,0.13767633802386497,40
1.349675269883187,0.15455422696272228,0.013997811933575598,0.0016270731672864919,1.659916639585141e-05,0.25407420745616266,0.1403555266867493,41
1.3370682186297544,0.1633693693425351,0.01244335909766765,0.0016965637683435644,1.292564517592514e-06,0.25113691007454086,0.13897208438700076,42
1.3423530523859706,0.1740639866262248,0.011599168787851995,0.001787499519757024,1.4000985396818736e-05,0.24625821093635428,0.13766989031116206,43
1.3206097161318415,0.16998136593063182,0.011537196437543227,0.0018030401641467445,2.949689572137853e-06,0.25171746603230977,0.14172720182051946,44
1.3261418139310122,0.1563908714624393,0.012816743455080189,0.0017588425775166253,5.743068655914177e-05,0.25757830367292983,0.14486971647064584,45
1.3219222408910327,0.15020515172488588,0.012864111498657732,0.0017507068442448154,2.298671145592701e-06,0.251516136915187,0.14135412165696565,46
1.31941843402441,0.15763652920228807,0.010667142540223048,0.001812742983795291,4.933140908823484e-05,0.24297636781371384,0.1375581710197447,47
1.3097398578113175,0.16017155179416956,0.011372374036483793,0.0018798351810597525,1.0404468374541316e-05,0.24677440418301652,0.1417505914315388,48
1.2884623052537938,0.1542143171848062,0.011675042311266448,0.0019020189811469253,5.46373856763406e-05,0.2573917106055595,0.15012812869762315,49
1.2894530370460937,0.1545971026054256,0.01184957930838184,0.001885291134454385,1.7701772766905332e-05,0.2542073474739918,0.14852194123012818,50
1.2780409507475015,0.14887620507687824,0.010077481334336606,0.0018819199716013791,1.5952455693039278e-05,0.246005947459905,0.14234435429989944,51
1.2761657424749233,0.1425858939740279,0.010975919952110466,0.0019308288597785265,7.136047213541282e-07,0.24915524872219444,0.14406755130203355,52
1.2553992380172176,0.1476838013104137,0.010290898850753603,0.0019892316426555106,1.2948085772485489e-05,0.25359834486569666,0.14936045994711494,53
1.2695893659017208,0.15825318867144658,0.010769183090079962,0.00202003790315428,3.4421098997327984e-07,0.24941330502816772,0.14966976402135249,54
1.251137015967255,0.1479127214303782,0.010570200053697692,0.002041188760890954,5.406897267098855e-07,0.2507353160726585,0.1512247229145763,55
1.2525987874529956,0.13682784711842944,0.011442666789684686,0.0020690518290427656,1.745622445236909e-05,0.25417806467785853,0.15241654333738666,56
1.246943278020566,0.13899560384160092,0.010719703346786617,0.002089930825392663,3.679260301329077e-08,0.2501918139802342,0.1504466106286864,57
1.2345106013560367,0.1456498029206221,0.009398290713084095,0.002124276750986639,8.50950644917244e-06,0.24708289416558596,0.15073635161545804,58
1.2312917780794552,0.1406825942230721,0.010689837507837805,0.0021660600376512706,1.311719251180881e-05,0.2536217664905138,0.15643359340951088,59
1.2158561125317537,0.13663152113343846,0.010012782741028783,0.002193693799512267,2.3326647470242717e-05,0.2548297668132367,0.15746073111161743,60
1.2189568377107804,0.14119407207870627,0.0090676360078818,0.0022241652585548613,9.923608830874779e-06,0.24684982400001607,0.15268625519875634,61
1.2139731131367948,0.13259518142728693,0.009761373685016634,0.0022441664316302508,2.2136355823057564e-06,0.24851217084908725,0.15429798332137437,62
1.1946571462911075,0.12495732401404891,0.009794137318165112,0.0022519668874533033,2.539455696307651e-05,0.2550393012375801,0.15957277824285615,63
1.198415186115454,0.1324503464225917,0.009724689379937599,0.002291983393454143,2.8798085276449126e-07,0.25053663847492,0.15883210709200837,64
1.1882051320647655,0.13386264280467886,0.009069626350772391,0.0023465311239563714,1.3587395426669178e-06,0.2488343501629276,0.15947298507911858,65
1.184159200774705,0.12099757420084478,0.010139811258160594,0.0023526112752032644,3.0560049550855456e-05,0.25552811446614987,0.16369821142249757,66
1.1881970096905285,0.11760301256301964,0.010582100345744918,0.002344974758596844,1.7121916687485994e-05,0.25413786378309944,0.16256079350678743,67
1.1693715572912047,0.124017144328575,0.008062328932622029,0.00238044415253171,1.6810822344216546e-05,0.2458998997153464,0.1585096712403619,68
1.162255280075545,0.12270380882456891,0.008520684075915799,0.0024440935323018272,5.453138691870954e-06,0.24766480435683197,0.1618446197853414,69
1.1630510689775118,0.11691593411867157,0.009641025619337225,0.0024621249666205566,8.613915473613707e-05,0.2592811181835023,0.17060638131701716,70
1.1455131630991038,0.11637627698092294,0.008695176588379695,0.002471939615740156,5.6614885035091096e-05,0.2575242863472286,0.16955391787968982,71
1.151297602546085,0.11642705876057513,0.007439554715336821,0.0025141322627403504,4.383748291176295e-05,0.24337901193840655,0.160601312700992,72
1.1406584624329719,0.10915853193191224,0.007451454490587527,0.0025211056281929734,4.393209254517641e-05,0.24337187111281197,0.16175165724071994,73
1.1306842984730858,0.10498922636237437,0.00922631056926359,0.0025031688312214494,3.429415293922078e-05,0.2558561209805827,0.1719260198329943,74
1.1229066120005264,0.11348018981612569,0.008428781936103231,0.0025772931029777995,5.410928466095416e-05,0.2573559013493218,0.17479434779323386,75
1.1220662969498758,0.11436110063577785,0.007900730131341528,0.0026720555226451607,2.501229738854574e-06,0.24841847234015507,0.1691143913626775,76
1.1081385390955913,0.10430448264670503,0.007439370115473431,0.0026229524623210512,4.296421127634168e-06,0.24792721898705286,0.16820604464112085,77
1.1193428785036252,0.09998510602399349,0.009321753365692437,0.00257021092733862,5.78405954882826e-05,0.2576053004863899,0.17627210731799367,78
1.1024985399432277,0.10308520410225665,0.008539520536999778,0.002646928992441813,3.823364149731777e-05,0.2561833357904385,0.17779232027465672,79
1.1120561422208177,0.1099586316940044,0.007888653876869153,0.0027798406450257104,1.9848309138323017e-05,0.2455448558790626,0.17215222173586414,80
1.100751591340588,0.1062486238053749,0.007771207429596521,0.0027787307112966896,1.1683712270183526e-05,0.24658185543456929,0.1736044306748733,81
1.091837822728645,0.09816522020919631,0.008676475686384215,0.002702048007708396,4.541720500936427e-05,0.2567392288141422,0.18110667400162594,82
1.0868201444621943,0.10085276549354906,0.008389198038768433,0.002735033373613136,3.0580090758409274e-05,0.2555299268311985,0.18126260475510245,83
1.08130847607572,0.10708098945504989,0.007105511431282691,0.0028696231113665986,1.0185615359804873e-05,0.24680850891277997,0.17710989163341373,84
1.0747717757237822,0.10534070305193158,0.0075662366347864045,0.00289942507809182,3.267666154750944e-07,0.24942836496304452,0.18059293312189553,85
